text,labels
"Indian Singer Kanika Kapoor met Prince Charles, after which he tested positive for coronavirus.",1
"A poem signed by K. O’Meara beginning with the verse “and the people stayed at home”, supposedly written “about 220 years ago”, during the plague epidemic in 1800.",1
Are People With Type-A Blood More Susceptible to COVID-19?,1
"It says COVID-19 is not strong, since he himself and president Jair Bolsonaro had it and recovered easily.",1
Bolsonaro always denied having COVID-19.,1
Muslim Doctor died while treating people infected with coronavirus in Delhi,1
"The caption says that João Doria, governor of São Paulo, wants you to be at home because he lives in this house.",1
"The death of Kobe Bryant overshadowed the news that an American drugmaker was hustling to make a vaccine for coronavirus, and 200 people died of COVID-19 in August 2019 in the USA.",1
Drinking water and keeping your throat moist can prevent the novel coronavirus from attaching to your throat.,1
A famous Brazilian doctor was defending the approach of “vertical social distancing.”,1
A Peruvian army officer of high rank said that families of people who died because of COVID-19 could remove the body from a ‘temporary cemetery’ to other regular cemetery.,1
"Image claiming to be a protest against pastor David Lah, who is believed to have conducted a religious gathering without adhering to social distancing measures resulting  in 70 COVID-19 confirm cases.",1
The Nigerian finance minister has admitted that N700 billion of COVID-19 relief funds were lost in a fire.,1
A doctor said coronavirus can be alive in temperatures of 25-26C. Drinking hot water can help prevent it.,1
Was Tom Hanks Given a Wilson Volleyball in Coronavirus Quarantine?,1
A Whatsapp message that pretends to be from the German Robert Koch Institute advises to take 100 grams of alcohol a day because this would help to desinfect the throat and kill the coronavirus.,1
"Four young people have been hospitalized with coronavirus, exacerbated by the use of Ibuprofen.",1
Peeled onions can suck coronavirus.,1
The spokesman for Chinese Foreign Ministry Zhao Lijian: American CDC admitted that COVID-19 patients were misdiagnosed as flu.,1
U.S. Army is responsible for the outbreak in Wuhan.,1
Italy wants to charge Bill Gates with crimes against humanity.,1
Viral post claims that a COVID-19 infected patient was found in Hsipaw township hospital in Myanmar.,1
The US uses the new coronavirus to put in place global control.,1
"They are going to inject nano-chips during vaccination, to control the foreign economies affected by COVID-19, and to govern those countries.",1
‘Uncle With Masters Degree’ Gets Facts Wrong in Coronavirus ‘Announcement’.,1
"Post claiming that Myanmar found COVID-19 treatment medicine called “chlorofos,” a medicine to treat malaria.",1
The post also claims “chlorofos” is one of the WHO’s selected medicines to treat COVID-19.,1
There are dozens of posts on Facebook and Twitter that list a number of plants and foods that purportedly contain “natural azithromycin.”,1
These claims went viral amid studies being done on azithromycin as a possible treatment against COVID-19.,1
Spices can ward off the new coronavirus.,1
Claims that Colombian President Iván Duque approved collective dismissals of workers due to the emergency caused by COVID-19.,1
Some of the messages attached as proof are screenshots of Resolution 0803 of 2020 of the Ministry of Labor.,1
"An explosion that occurred in Wuhan, China, is tied to the coronavirus outbreak.",1
"Amid lockdown, Karnataka (India) chief minister Yeddyurappa attended the wedding of Kumaraswamy’s son, ignoring social distancing.",1
Gates Foundation has funded the development of the new coronavirus.,1
Telecommunications worker exposed circuit boards being installed in 5G towers bearing markings that read “COV-19”.,1
A video shows a man with COVID-19 spitting on grocery store items.,1
Dr. Lupita Yamamoto has found a vaccine that destroys the coronavirus.,1
Trump web ad usings misleading edits to create a false picture.,1
"The CARES Act was introduced in January 2019, which proves the COVID-19 pandemic was planned in advance.",1
NHK World’s Chinese language service calls COVID-19 the “Novel Japanese coronavirus”.,1
A video shows people screaming in Wuhan because they feared the coronavirus.,1
Colombia is the leader in intensive care beds in Latin America,1
U.S. Army sells food just like the Egyptian Army.,1
Indian media outlets claimed that a man in Madhya Pradesh’s Khargone passed away from COVID-19.,1
UNICEF ​​advises not to eat ice cream because it reinforces infection with the new coronavirus.,1
The United States arrested a Harvard doctor for making and selling COVID-19 to China.,1
News ticker added to an image from Sri Lankan Ada Derana TV channel gives the impression that Dr Seetha Arambepola stated there is a secret medicine for COVID-19 during a TV interview,1
There is a patent for the new coronavirus.,1
"These charts show the difference betweem COVID-19, flu and common cold.",1
The virus is entirely different from all the known virus forms.,1
It activates all bacterias and other viruses in human body.,1
The Gandhi siblings- Priyanka and Rahul broke down the lockdown enforced in India and were roaming around.,1
"Claims from Spanish singer Miguel Bosé on the Bill and Melinda Gates foundation, that he made last Tuesday, June 9 through a Twitter thread on his personal account.",1
A video has been viewed thousands of times on Facebook alongside a claim it shows Muslims in the US praying on a street during the coronavirus pandemic.,1
A dry throat make you more vulnerable to be infected by coronavirus.,1
High dosage of Vitamin D is found to be effective as a cure or prevention measure for COVID-19.,1
Gargling warm salt water or vinegar prevents coronavirus infection.,1
Muslim women went out to shop despite the lockdown in India.,1
Singapore closed a subway station after a case of COVID-19.,1
"Alberto Fernández, president of Argentina, proposed the creation of an aid for those with house arrest.",1
If Florida banned alcohol sales due to coronavirus.,1
Consuming alcoholic beverages may help reduce the risk of infection by the novel coronavirus.,1
According to a study the novel coronavirus SARS-CoV-2 was the result of experiements done in a lab located near the market in Wuhan.,1
"A screenshot of a purported internal email disclosing that a bank in the Pakistani city of Rawalpindi was closed after an employee tested positive for the novel coronavirus, COVID-19, has been shared on Facebook, Twitter and WhatsApp.",1
Article says that the Vatican confirmed that the Pope and two assistants have coronavirus.,1
"Americans have to pay $3,000 or $4,000 for a day of containment.",1
"The coronavirus did not reach the Chinese cities of Beijing and Shanghai, as well as Russia and North Korea.",1
Drinking warm water continuously can prevent COVID-19.,1
"This is why Saudi Arabia is discussing forbidding the Ramadan fast, which is supposed to start in late April.",1
Dettol can kill the new coronavirus.,1
UN is giving humanitarian aid in coronavirus emergency.,1
A spray could protect against the coronavirus outbreak.,1
Madagascar president announced that WHO tried to bribe him to poison his miracelous treatment for COVID-19.,1
